Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_862.cpp,xczu7ev-ffvc1156-2-e,10,7552.56913,55,33,1,2,9,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,complete_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll_16,unroll_4,unroll_2,unroll_2,pipeline_1,1,11.25,0.938478028228,False
workload_475.cpp,xczu7ev-ffvc1156-2-e,10,3130.29201,301,34,1,24,37,block_2_1,cyclic_8_1,block_4_1,block_8_1,complete_1,cyclic_4_1,block_4_1,block_4_1,cyclic_8_1,cyclic_4_1,unroll_8,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_4,unroll_8,unroll_32,1,24,0.6966313293,False
workload_228.cpp,xczu7ev-ffvc1156-2-e,10,20803.06113,686,44,56,20,92,block_4_1,block_128_1,cyclic_8_1,block_16_2,cyclic_2_1,complete_1,block_8_1,complete_1,cyclic_8_1,cyclic_2_1,unroll_32,unroll_2,unroll_8,unroll_2,unroll_4,unroll_2,unroll_8,unroll_2,pipeline_1,1,53,0.136222347726,False
workload_227.cpp,xczu7ev-ffvc1156-2-e,10,19252.64321,200,62,1,5,41,block_4_1,block_128_1,cyclic_8_1,cyclic_4_1,block_4_1,complete_1,block_4_1,complete_1,cyclic_2_1,cyclic_2_1,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_2,pipeline_1,1,27.25,0.45451293512,False
workload_137.cpp,xczu7ev-ffvc1156-2-e,10,18371.83937,692,62,2,10,79,block_4_1,block_128_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,complete_1,block_8_1,complete_1,cyclic_8_1,cyclic_2_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_4,unroll_8,unroll_2,unroll_32,1,38.25,0.290702310689,False
workload_193.cpp,xczu7ev-ffvc1156-2-e,10,19084.87105,685,62,1,8,75,block_4_1,block_128_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,complete_1,block_4_1,complete_1,cyclic_8_1,cyclic_2_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_2,unroll_16,1,36.5,0.309977690814,False
workload_0.cpp,xczu7ev-ffvc1156-2-e,10,18749.32673,629,62,1,9,77,block_4_1,block_128_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,complete_1,block_4_1,complete_1,cyclic_8_1,cyclic_2_1,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_2,unroll_32,1,37.25,0.301964271591,False
workload_346.cpp,xczu7ev-ffvc1156-2-e,10,20657.11313,82,38,1,3,19,block_4_1,block_16_1,block_4_1,complete_1,complete_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_32,unroll_4,unroll_2,unroll_16,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,1,15.25,0.600174654808,False
workload_210.cpp,xczu7ev-ffvc1156-2-e,10,20447.39521,140,38,1,5,30,block_4_1,block_32_1,block_2_1,complete_1,block_4_1,block_8_1,block_8_1,block_4_1,block_4_1,cyclic_8_1,unroll_32,unroll_4,unroll_4,unroll_16,unroll_2,unroll_4,unroll_8,unroll_2,pipeline_1,1,18.5,0.569611123421,False
workload_372.cpp,xczu7ev-ffvc1156-2-e,10,14410.25985,172,35,2,5,29,block_4_1,block_32_1,block_4_1,block_16_2,complete_1,block_8_1,block_8_1,block_4_1,block_8_1,cyclic_4_1,unroll_32,unroll_4,unroll_4,unroll_16,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,1,17.75,0.698165338612,False
workload_268.cpp,xczu7ev-ffvc1156-2-e,10,16578.14977,139,38,2,6,28,block_4_1,block_32_1,block_4_1,complete_1,block_4_1,block_8_1,block_8_1,block_4_1,block_4_1,cyclic_8_1,unroll_32,unroll_4,unroll_4,unroll_16,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,1,18.5,0.647121047382,False
workload_325.cpp,xczu7ev-ffvc1156-2-e,10,19650.47745,144,38,1,6,30,block_4_1,block_32_1,block_4_1,complete_1,block_4_1,cyclic_8_1,block_8_1,block_4_1,block_4_1,cyclic_8_1,unroll_32,unroll_4,unroll_4,unroll_16,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,1,18.75,0.582884110193,False
workload_350.cpp,xczu7ev-ffvc1156-2-e,10,2899.78193,174,75,2,12,23,block_4_1,block_4_1,block_2_1,block_8_1,complete_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,block_2_1,unroll_32,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_4,unroll_4,unroll_4,unroll_32,1,28,0.594618158463,False
workload_521.cpp,xczu7ev-ffvc1156-2-e,10,20533.90161,72,37,1,3,16,block_4_1,block_4_1,block_2_1,complete_1,complete_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_32,unroll_2,unroll_2,unroll_16,unroll_2,unroll_2,unroll_4,unroll_4,pipeline_1,1,14.25,0.611260387675,False
workload_503.cpp,xczu7ev-ffvc1156-2-e,10,2218.20113,284,80,2,12,22,block_4_1,block_4_1,block_2_1,complete_1,complete_1,block_8_1,block_8_1,block_4_1,block_2_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_4,unroll_4,unroll_2,pipeline_1,1,29,0.569972463869,False
workload_458.cpp,xczu7ev-ffvc1156-2-e,10,2218.19841,294,80,2,12,23,block_4_1,block_4_1,block_2_1,complete_1,complete_1,block_8_1,block_8_1,block_4_1,block_2_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_4,unroll_8,unroll_2,pipeline_1,1,29.25,0.564052199342,False
workload_484.cpp,xczu7ev-ffvc1156-2-e,10,2218.19841,295,80,2,12,23,block_4_1,block_4_1,block_2_1,complete_1,complete_1,cyclic_4_1,complete_1,complete_1,complete_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_8,unroll_8,unroll_2,pipeline_1,1,29.25,0.564052199342,False
workload_474.cpp,xczu7ev-ffvc1156-2-e,10,9251.22113,300,33,1,10,31,block_4_1,block_4_1,block_2_1,cyclic_4_1,complete_1,block_8_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_32,unroll_2,unroll_8,unroll_16,unroll_2,unroll_8,unroll_8,unroll_4,pipeline_1,1,18.75,0.75392186844,False
workload_516.cpp,xczu7ev-ffvc1156-2-e,10,9251.22113,87,33,1,4,17,block_4_1,block_4_1,block_2_1,cyclic_4_1,complete_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_32,unroll_2,unroll_2,unroll_16,unroll_2,unroll_8,unroll_8,unroll_4,pipeline_1,1,13.75,0.865551557703,False
workload_509.cpp,xczu7ev-ffvc1156-2-e,10,9649.68001,287,33,1,9,30,block_4_1,block_4_1,block_2_1,cyclic_4_1,complete_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_32,unroll_2,unroll_8,unroll_16,unroll_2,unroll_4,unroll_8,unroll_4,pipeline_1,1,18.25,0.76142276914,False
workload_415.cpp,xczu7ev-ffvc1156-2-e,10,9251.22373,140,33,1,9,29,block_4_1,block_4_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_32,unroll_2,unroll_8,unroll_16,unroll_2,unroll_8,unroll_4,unroll_4,pipeline_1,1,18,0.77224221427,False
workload_602.cpp,xczu7ev-ffvc1156-2-e,10,7217.01825,95,33,2,6,17,block_4_1,block_4_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,cyclic_4_1,block_4_1,unroll_8,unroll_2,unroll_4,unroll_16,unroll_16,unroll_8,unroll_8,unroll_2,pipeline_1,1,14.5,0.890341009858,False
workload_242.cpp,xczu7ev-ffvc1156-2-e,10,2218.21125,301,78,2,16,27,block_4_1,block_4_1,block_4_1,block_8_1,block_4_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_2,unroll_4,unroll_4,unroll_2,unroll_32,1,30.75,0.529299498073,False
workload_300.cpp,xczu7ev-ffvc1156-2-e,10,2218.21125,325,78,2,16,27,block_4_1,block_4_1,block_4_1,block_8_1,block_4_1,block_8_1,block_8_1,block_4_1,cyclic_4_1,block_2_1,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_2,unroll_4,unroll_4,unroll_2,unroll_32,1,30.75,0.529299498073,False
workload_328.cpp,xczu7ev-ffvc1156-2-e,10,2218.19841,491,81,2,17,35,block_4_1,block_4_1,block_4_1,complete_1,complete_1,block_8_1,block_8_1,block_4_1,block_2_1,block_2_1,unroll_32,pipeline_1,unroll_8,unroll_16,unroll_2,unroll_4,unroll_8,unroll_2,unroll_32,1,33.75,0.463780754617,False
workload_406.cpp,xczu7ev-ffvc1156-2-e,10,19809.77089,100,33,15,7,24,block_4_1,block_64_1,block_2_1,block_16_2,complete_1,cyclic_4_1,block_8_1,block_4_1,block_2_1,cyclic_4_1,unroll_8,unroll_4,unroll_2,unroll_2,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,1,19.75,0.565635207234,False
workload_367.cpp,xczu7ev-ffvc1156-2-e,10,2899.77937,223,75,2,13,33,block_4_1,block_64_1,block_2_1,block_8_1,complete_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,block_2_1,unroll_32,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_2,unroll_4,unroll_8,unroll_32,1,30.75,0.529794786209,False
workload_248.cpp,xczu7ev-ffvc1156-2-e,10,2199.57445,718,37,2,16,41,block_4_1,block_64_1,block_2_1,cyclic_16_2,block_2_1,complete_1,cyclic_8_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_16,pipeline_1,unroll_4,unroll_2,pipeline_1,1,24,0.69585793591,False
workload_133.cpp,xczu7ev-ffvc1156-2-e,10,1906.07557,227,33,2,16,48,block_4_1,block_64_1,block_4_1,block_8_2,block_4_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_2,unroll_4,unroll_4,unroll_2,unroll_32,1,24.75,0.675324521513,False
workload_322.cpp,xczu7ev-ffvc1156-2-e,10,1906.07557,241,33,2,16,48,block_4_1,block_64_1,block_4_1,block_8_2,block_4_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_8,unroll_4,unroll_4,unroll_2,unroll_64,1,24.75,0.675324521513,False
workload_246.cpp,xczu7ev-ffvc1156-2-e,10,1906.07557,224,33,2,16,48,block_4_1,block_64_1,block_4_1,block_8_2,block_4_1,complete_1,block_8_1,block_4_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_32,1,24.75,0.675324521513,False
workload_321.cpp,xczu7ev-ffvc1156-2-e,10,1906.07557,239,33,2,16,48,block_4_1,block_64_1,block_4_1,block_8_2,block_4_1,cyclic_4_1,block_8_1,block_4_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_4,unroll_4,unroll_4,unroll_2,pipeline_1,1,24.75,0.675324521513,False
workload_444.cpp,xczu7ev-ffvc1156-2-e,10,1906.07557,245,33,2,16,48,block_4_1,block_64_1,block_4_1,block_8_2,block_4_1,cyclic_4_1,complete_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_2,unroll_4,unroll_4,unroll_2,unroll_32,1,24.75,0.675324521513,False
workload_178.cpp,xczu7ev-ffvc1156-2-e,10,1906.07557,251,33,2,16,48,block_4_1,block_64_1,block_4_1,block_8_2,complete_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_2,unroll_4,unroll_4,unroll_2,unroll_32,1,24.75,0.675324521513,False
workload_280.cpp,xczu7ev-ffvc1156-2-e,10,1906.07557,240,33,2,16,48,block_4_1,block_64_1,block_4_1,block_8_2,complete_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,unroll_8,unroll_2,unroll_4,unroll_4,unroll_2,unroll_32,1,24.75,0.675324521513,False
workload_226.cpp,xczu7ev-ffvc1156-2-e,10,3255.60901,397,36,6,15,39,block_4_1,block_64_1,cyclic_32_1,block_8_1,block_4_1,cyclic_8_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_2,unroll_8,unroll_2,unroll_2,unroll_32,1,24,0.696527079854,False
workload_349.cpp,xczu7ev-ffvc1156-2-e,10,2385.97441,357,79,2,13,31,block_4_1,block_64_1,cyclic_8_1,complete_1,block_4_1,cyclic_8_1,block_8_1,cyclic_8_1,cyclic_8_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll_8,unroll_8,unroll_16,1,31.25,0.51819349909,False
workload_49.cpp,xczu7ev-ffvc1156-2-e,10,2385.98081,309,79,2,12,26,block_4_1,block_64_1,cyclic_8_1,complete_1,complete_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_4,unroll_8,unroll_2,pipeline_1,1,29.75,0.552527523719,False
workload_302.cpp,xczu7ev-ffvc1156-2-e,10,20615.45537,90,79,1,4,21,block_4_1,block_64_1,cyclic_8_1,complete_1,complete_1,block_8_1,block_8_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_4,unroll_8,unroll_4,pipeline_1,1,26.25,0.452813502691,False
workload_252.cpp,xczu7ev-ffvc1156-2-e,10,12862.06273,311,82,67,29,46,block_4_1,block_8_1,block_2_1,block_16_2,complete_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,cyclic_4_1,unroll_8,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_16,unroll_8,unroll_8,pipeline_1,1,56,0.137314065427,False
workload_117.cpp,xczu7ev-ffvc1156-2-e,10,2218.19841,313,81,2,14,28,block_4_1,block_8_1,block_2_1,complete_1,block_8_1,block_8_1,block_8_1,block_4_1,block_4_1,cyclic_8_1,unroll_32,pipeline_1,unroll_4,unroll_16,unroll_2,unroll_4,unroll_8,unroll_2,pipeline_1,1,31.25,0.518009433375,False
workload_313.cpp,xczu7ev-ffvc1156-2-e,10,10853.95153,90,44,56,15,34,block_4_1,cyclic_128_1,block_4_1,cyclic_4_1,complete_1,block_8_1,block_8_1,complete_1,complete_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll_8,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,1,37.25,0.366855928792,False
workload_271.cpp,xczu7ev-ffvc1156-2-e,10,10853.95141,196,44,56,19,63,block_4_1,cyclic_128_1,block_4_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,complete_1,cyclic_4_1,unroll_8,unroll_2,unroll_8,unroll_8,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,1,45.5,0.244122080497,False
workload_601.cpp,xczu7ev-ffvc1156-2-e,10,13396.74441,120,33,57,18,37,block_4_1,cyclic_16_1,block_2_1,block_16_2,block_2_1,complete_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_8,unroll_2,unroll_4,unroll_8,unroll_16,unroll_16,unroll_4,unroll_4,pipeline_1,1,36.25,0.363976030624,False
workload_530.cpp,xczu7ev-ffvc1156-2-e,10,19328.07105,71,33,1,4,14,block_4_1,cyclic_16_1,block_2_1,block_2_1,complete_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll_16,unroll_4,unroll_8,unroll_2,pipeline_1,1,13,0.650999112368,False
workload_574.cpp,xczu7ev-ffvc1156-2-e,10,19328.07105,73,33,1,4,14,block_4_1,cyclic_16_1,block_2_1,block_2_1,complete_1,complete_1,block_4_1,block_4_1,cyclic_4_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll_16,unroll_4,unroll_8,unroll_2,pipeline_1,1,13,0.650999112368,False
workload_360.cpp,xczu7ev-ffvc1156-2-e,10,19307.09953,81,33,2,4,15,block_4_1,cyclic_16_1,block_2_1,block_2_1,complete_1,cyclic_4_1,block_4_1,complete_1,cyclic_4_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll_16,unroll_8,unroll_8,unroll_2,pipeline_1,1,13.5,0.648306089101,False
workload_443.cpp,xczu7ev-ffvc1156-2-e,10,2218.20497,296,81,2,11,20,block_4_1,cyclic_16_1,block_2_1,complete_1,block_8_1,block_8_1,block_4_1,block_4_1,complete_1,cyclic_4_1,unroll_32,pipeline_1,unroll_2,unroll_16,unroll_16,unroll_4,unroll_2,unroll_2,pipeline_1,1,28.5,0.581922256589,False
workload_293.cpp,xczu7ev-ffvc1156-2-e,10,2218.20497,270,81,2,11,20,block_4_1,cyclic_16_1,block_2_1,complete_1,block_8_1,complete_1,block_4_1,block_4_1,complete_1,cyclic_4_1,unroll_32,pipeline_1,unroll_2,unroll_16,unroll_16,unroll_4,unroll_2,unroll_2,pipeline_1,1,28.5,0.581922256589,False
workload_337.cpp,xczu7ev-ffvc1156-2-e,10,2218.20497,295,81,2,11,20,block_4_1,cyclic_16_1,block_2_1,complete_1,block_8_1,complete_1,block_8_1,block_4_1,complete_1,cyclic_4_1,unroll_32,pipeline_1,unroll_2,unroll_16,unroll_16,unroll_4,unroll_2,unroll_2,unroll_32,1,28.5,0.581922256589,False
workload_473.cpp,xczu7ev-ffvc1156-2-e,10,2218.20865,276,78,2,12,19,block_4_1,cyclic_16_1,block_2_1,complete_1,complete_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_2,unroll_8,unroll_2,pipeline_1,1,27.75,0.600118972809,False
workload_562.cpp,xczu7ev-ffvc1156-2-e,10,2218.20865,278,78,2,12,19,block_4_1,cyclic_16_1,block_2_1,complete_1,complete_1,complete_1,block_8_1,block_4_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_8,unroll_8,unroll_2,pipeline_1,1,27.75,0.600118972809,False
workload_472.cpp,xczu7ev-ffvc1156-2-e,10,2218.20865,461,78,2,16,33,block_4_1,cyclic_16_1,block_2_1,complete_1,complete_1,complete_1,block_8_1,block_4_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_4,unroll_2,unroll_8,unroll_2,pipeline_1,1,32.25,0.495872804565,False
workload_233.cpp,xczu7ev-ffvc1156-2-e,10,4633.45733,675,75,11,17,30,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,block_2_1,block_8_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,unroll_32,1,33.25,0.473078832324,False
workload_235.cpp,xczu7ev-ffvc1156-2-e,10,4633.45733,609,75,11,17,30,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,block_4_1,block_8_1,block_8_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_32,1,33.25,0.473078832324,False
workload_495.cpp,xczu7ev-ffvc1156-2-e,10,4273.74529,569,78,8,15,28,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,block_2_1,unroll_32,pipeline_1,unroll_2,unroll_16,unroll_16,unroll_2,unroll_8,unroll_2,pipeline_1,1,32.25,0.495222243379,False
workload_547.cpp,xczu7ev-ffvc1156-2-e,10,10803.15089,63,34,1,3,10,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,1,12,0.868025488527,False
workload_614.cpp,xczu7ev-ffvc1156-2-e,10,7154.10369,240,34,2,8,28,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_8,unroll_16,unroll_16,unroll_8,unroll_8,unroll_2,pipeline_1,1,18,0.808991356517,False
workload_464.cpp,xczu7ev-ffvc1156-2-e,10,7154.10641,65,34,2,3,12,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,cyclic_4_1,block_2_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll_16,unroll_8,unroll_4,unroll_2,pipeline_1,1,12.75,0.927958066927,False
workload_587.cpp,xczu7ev-ffvc1156-2-e,10,7154.07297,86,34,2,4,18,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,cyclic_4_1,block_4_1,unroll_32,unroll_2,unroll_2,unroll_16,unroll_16,unroll_8,unroll_8,unroll_2,pipeline_1,1,14.5,0.891366842403,False
workload_417.cpp,xczu7ev-ffvc1156-2-e,10,7154.10369,74.5,34,2,4,14,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,cyclic_4_1,block_4_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll_16,unroll_8,unroll_8,unroll_2,pipeline_1,2,13.5,0.913937004381,False
workload_540.cpp,xczu7ev-ffvc1156-2-e,10,7154.07297,87,34,2,4,18,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,complete_1,complete_1,cyclic_4_1,block_4_1,unroll_32,unroll_2,unroll_2,unroll_16,unroll_16,unroll_8,unroll_8,unroll_2,pipeline_1,1,14.5,0.891366842403,False
workload_576.cpp,xczu7ev-ffvc1156-2-e,10,7154.10369,74,34,2,4,14,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,complete_1,cyclic_4_1,complete_1,complete_1,cyclic_4_1,block_4_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll_16,unroll_8,unroll_8,unroll_2,pipeline_1,1,13.5,0.913937004381,False
workload_208.cpp,xczu7ev-ffvc1156-2-e,10,4633.45731,725,75,11,21,40,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,cyclic_8_1,block_8_1,block_4_1,block_4_1,cyclic_2_1,block_2_1,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline_1,1,36.75,0.402708856173,False
workload_190.cpp,xczu7ev-ffvc1156-2-e,10,4633.45731,726,75,11,21,40,block_4_1,cyclic_16_1,block_2_1,cyclic_4_1,cyclic_8_1,complete_1,block_4_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_32,1,36.75,0.402708856173,False
workload_934.cpp,xczu7ev-ffvc1156-2-e,10,8962.86289,102,35,2,5,20,block_4_1,cyclic_16_1,block_2_1,cyclic_8_1,complete_1,cyclic_4_1,block_4_1,complete_1,cyclic_4_1,cyclic_4_1,unroll_32,unroll_2,unroll_2,unroll_16,unroll_4,unroll_16,unroll_4,unroll_8,pipeline_1,1,15.5,0.835510068738,False
workload_596.cpp,xczu7ev-ffvc1156-2-e,10,2218.20113,277,81,2,12,22,block_4_1,cyclic_16_1,block_4_1,complete_1,complete_1,complete_1,block_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_32,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_4,unroll_2,unroll_4,pipeline_1,1,29.25,0.564052203235,False
workload_241.cpp,xczu7ev-ffvc1156-2-e,10,22008.44485,435,39,4,13,43,block_4_1,cyclic_16_1,block_4_1,cyclic_2_1,complete_1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll_16,unroll_4,unroll_2,unroll_32,1,24.75,0.454754677625,False
workload_448.cpp,xczu7ev-ffvc1156-2-e,10,9964.25297,191,34,1,7,25,block_4_1,cyclic_16_1,block_4_1,cyclic_4_1,block_2_1,cyclic_4_1,complete_1,complete_1,block_2_1,cyclic_4_1,unroll_32,unroll_2,unroll_2,unroll_16,unroll_8,unroll_8,unroll_4,unroll_8,unroll_64,1,16.75,0.793532664158,False
workload_421.cpp,xczu7ev-ffvc1156-2-e,10,10694.37125,116,34,29,13,30,block_4_1,cyclic_16_1,block_4_1,cyclic_4_1,block_4_1,cyclic_2_1,block_8_1,complete_1,cyclic_4_1,cyclic_4_1,unroll_8,unroll_2,unroll_8,unroll_4,unroll_4,unroll_8,unroll_4,unroll_2,pipeline_1,1,26.5,0.571397409277,False
workload_385.cpp,xczu7ev-ffvc1156-2-e,10,10644.23621,121,34,56,19,38,block_4_1,cyclic_16_1,block_4_1,cyclic_4_1,block_4_1,cyclic_2_1,block_8_1,complete_1,cyclic_4_1,cyclic_4_1,unroll_8,unroll_2,unroll_8,unroll_8,unroll_4,unroll_8,unroll_4,unroll_2,pipeline_1,1,36.75,0.376780367033,False
workload_691.cpp,xczu7ev-ffvc1156-2-e,10,5654.64649,80,34,3,5,16,block_4_1,cyclic_16_1,block_4_1,cyclic_4_1,complete_1,complete_1,block_4_1,block_4_1,complete_1,cyclic_4_1,unroll_8,unroll_2,unroll_4,unroll_16,unroll_16,unroll_16,unroll_2,unroll_2,pipeline_1,1,14.5,0.923783599542,False
workload_384.cpp,xczu7ev-ffvc1156-2-e,10,10194.93969,185,34,1,7,25,block_4_1,cyclic_16_1,block_4_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_4_1,unroll_32,unroll_2,unroll_2,unroll_16,unroll_2,unroll_8,unroll_4,unroll_8,unroll_64,1,16.75,0.79060304274,False
workload_674.cpp,xczu7ev-ffvc1156-2-e,10,10803.15089,64,34,1,3,11,block_4_1,cyclic_16_1,block_4_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_4_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,1,12.25,0.86484627214,False
workload_541.cpp,xczu7ev-ffvc1156-2-e,10,22020.29265,65,34,0,3,11,block_4_1,cyclic_16_1,block_4_1,cyclic_4_1,complete_1,cyclic_4_1,block_4_1,complete_1,block_2_1,cyclic_4_1,unroll_8,unroll_4,unroll_2,unroll_16,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,1,12,0.583649256736,False
