Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_200.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,53,5,0,0,2,block_2_1,cyclic_4_1,block_4_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,1.75,0.960910607266,False
workload_661.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,52,5,0,0,1,block_2_1,cyclic_4_1,block_4_1,cyclic_16_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,1,1.5,0.96952214132,False
workload_324.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,69,5,0,0,3,block_2_1,cyclic_4_1,block_4_1,cyclic_16_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,2,0.952341928935,False
workload_734.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,52,2,0,0,1,block_2_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,0.75,0.995611472817,False
workload_652.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,52.5,2,0,0,1,block_2_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,2,0.75,0.995611472817,False
workload_628.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,52,1,0,0,4,block_2_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,1,1.25,0.978176529894,False
workload_568.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,52,2,1,0,2,block_2_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_2,1,1.25,0.978176531203,False
workload_549.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,54,2,1,0,2,block_2_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,pipeline_1,unroll_2,1,1.25,0.978176531203,False
workload_613.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,51,3,1,0,2,block_2_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_4,unroll_2,unroll_2,1,1.5,0.969522141375,False
workload_759.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,54,2,0,0,4,block_2_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_8,unroll_2,pipeline_1,1,1.5,0.969522141375,False
workload_573.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,51,2,0,0,1,block_2_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,1,0.75,0.995611472817,False
workload_737.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,57,1,0,0,4,block_2_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,1,1.25,0.978176531094,False
workload_506.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,52,2,0,0,1,block_2_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_2,1,0.75,0.995611472817,False
workload_768.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,53,2,0,0,2,block_2_1,cyclic_4_1,block_4_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,1,1,0.986873776389,False
workload_560.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,52,1,1,1,2,block_2_1,cyclic_4_1,block_4_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_2,1,1.25,0.978176531203,False
workload_404.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,55,2,0,1,3,block_2_1,cyclic_4_1,block_4_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,1.5,0.969522141375,False
workload_619.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,58,2,0,1,3,block_2_1,cyclic_4_1,block_4_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_2,unroll_2,1,1.5,0.969522141375,False
workload_541.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,52,2,0,0,2,block_2_1,cyclic_4_1,block_4_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_4,unroll_2,unroll_2,1,1,0.986873776717,False
workload_722.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,60,2,0,1,5,block_2_1,cyclic_4_1,block_4_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_8,unroll_2,pipeline_1,1,2,0.952341928889,False
workload_635.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,50.5,2,0,0,2,block_2_1,cyclic_4_1,block_4_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_8,unroll_2,unroll_2,2,1,0.986873776717,False
workload_600.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,53,1,0,1,2,block_2_1,cyclic_4_1,block_4_1,cyclic_32_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,1,1,0.986873776389,False
workload_391.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,51,2,0,0,1,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,3,0.75,0.995611472817,False
workload_339.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,53,3,0,0,2,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,1,1.25,0.978176531094,False
workload_270.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,56,3,1,0,2,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,pipeline_1,unroll_2,1,1.5,0.969522141375,False
workload_509.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,53,3,2,1,3,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,2.25,0.943816106248,False
workload_280.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,62,3,1,0,3,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_4,pipeline_1,unroll_2,1,1.75,0.960910607266,False
workload_191.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,54,3,1,0,2,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_16,unroll_4,pipeline_1,unroll_2,1,1.5,0.969522141375,False
workload_40.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,55,3,1,0,2,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_16,unroll_8,pipeline_1,unroll_2,1,1.5,0.969522141375,False
workload_120.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,59,3,1,1,3,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,complete_1,unroll_2,unroll_4,unroll_16,unroll_8,pipeline_1,unroll_2,1,2,0.952341928889,False
workload_625.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,54,1,0,1,3,block_2_1,cyclic_4_1,block_4_1,cyclic_64_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1.25,0.978176531094,False
workload_438.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,54,3,0,0,1,block_2_1,cyclic_4_1,block_4_1,cyclic_8_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,1,0.986873776389,False
workload_208.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,61,3,1,5,7,block_2_1,cyclic_4_1,block_64_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,pipeline_1,unroll_2,1,4,0.885335308466,False
workload_426.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,54,6,0,0,2,block_2_1,cyclic_4_1,block_8_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_2,unroll_2,1,2,0.952341928868,False
workload_341.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,55,6,0,0,2,block_2_1,cyclic_4_1,block_8_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,2,0.952341928889,False
workload_289.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,61,6,0,0,3,block_2_1,cyclic_4_1,block_8_1,cyclic_16_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,2.25,0.943816106287,False
workload_545.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,77,3,0,2,4,block_2_1,cyclic_4_1,cyclic_128_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,2.25,0.943816106248,False
workload_415.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,81,3,0,2,5,block_2_1,cyclic_4_1,cyclic_128_1,cyclic_16_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,2.5,0.935333139378,False
workload_455.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,78,2,1,2,4,block_2_1,cyclic_4_1,cyclic_128_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,2.25,0.943816106248,False
workload_653.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,62,1,0,2,4,block_2_1,cyclic_4_1,cyclic_128_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_2,1,1.75,0.960910607266,False
workload_287.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,87,1,1,2,5,block_2_1,cyclic_4_1,cyclic_128_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_16,unroll_8,pipeline_1,unroll_2,1,2.25,0.943816106232,False
workload_365.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,78,1,0,3,6,block_2_1,cyclic_4_1,cyclic_128_1,cyclic_64_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,1,2.5,0.935333139333,False
workload_388.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,96,0,0,5,20,block_2_1,cyclic_4_1,cyclic_128_1,cyclic_64_1,complete_1,unroll_32,unroll_8,unroll_4,unroll_8,unroll_2,pipeline_1,1,6.25,0.813231324707,False
workload_491.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,54,6,0,0,5,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,pipeline_1,1,2.75,0.92689302818,False
workload_472.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,52,6,0,0,2,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,2,0.952341928889,False
workload_512.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,53,4,2,1,2,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_2,unroll_2,1,2.25,0.943816106248,False
workload_498.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,55,4,1,0,3,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_8,pipeline_1,unroll_2,1,2,0.952341928889,False
workload_532.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,56,3,0,0,3,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,1.5,0.969522141375,False
workload_443.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,59,3,0,0,3,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_2,unroll_2,1,1.5,0.969522141375,False
workload_412.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,61,3,0,0,4,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_32,unroll_2,unroll_32,unroll_4,unroll_2,unroll_2,1,1.75,0.96091060732,False
workload_340.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,57,1,1,5,6,block_2_1,cyclic_4_1,cyclic_2_1,block_64_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_2,1,3.25,0.910141373073,False
workload_346.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,72,1,0,1,8,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,complete_1,unroll_64,unroll_2,unroll_64,unroll_8,unroll_2,pipeline_1,1,2.5,0.935333139333,False
workload_395.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,53,1,1,1,3,block_2_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_8,pipeline_1,pipeline_1,1,1.5,0.969522141375,False
workload_523.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,55,2,1,1,2,block_2_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_8,unroll_2,unroll_2,1,1.5,0.969522141441,False
workload_377.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,55,4,0,0,2,block_2_1,cyclic_4_1,cyclic_4_1,cyclic_16_1,complete_1,pipeline_1,unroll_4,unroll_16,unroll_2,unroll_2,unroll_2,1,1.5,0.96952214132,False
workload_630.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,50,2,0,0,1,block_2_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,1,0.75,0.995611472817,False
workload_679.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,51,1,0,0,4,block_2_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_2,pipeline_1,1,1.25,0.978176531203,False
workload_720.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,57,1,2,1,3,block_2_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_8,unroll_2,unroll_2,1,1.75,0.960910607266,False
workload_452.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,61,1,1,1,3,block_2_1,cyclic_4_1,cyclic_64_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_8,pipeline_1,unroll_2,1,1.5,0.96952214132,False
workload_743.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,67,1,0,1,6,block_2_1,cyclic_4_1,cyclic_64_1,cyclic_2_1,complete_1,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,1,2,0.952341928868,False
workload_609.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,55,2,2,1,3,block_2_1,cyclic_4_1,cyclic_64_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_2,1,2,0.952341928889,False
workload_173.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,61,1,1,1,4,block_2_1,cyclic_4_1,cyclic_64_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_16,unroll_8,pipeline_1,unroll_2,1,1.75,0.960910607234,False
workload_421.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,55,1,0,1,3,block_2_1,cyclic_4_1,cyclic_64_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_2,1,1.25,0.978176529894,False
workload_531.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,56,1,0,2,4,block_2_1,cyclic_4_1,cyclic_64_1,cyclic_64_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,unroll_2,1,1.75,0.960910607266,False
workload_565.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,58,1,0,2,4,block_2_1,cyclic_4_1,cyclic_64_1,cyclic_64_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,1.75,0.960910607266,False
workload_663.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,50,2,0,0,1,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,0.75,0.995611472817,False
workload_151.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,59,8,2,2,4,block_2_1,cyclic_64_1,block_16_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,1,4,0.885335308466,False
workload_0.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,61,7,2,2,4,block_2_1,cyclic_64_1,block_16_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,1,3.75,0.893561140925,False
workload_135.cpp,xczu7ev-ffvc1156-2-e,10,0.061505,124,4,0,6,39,block_2_1,cyclic_64_1,block_16_1,cyclic_8_1,complete_1,unroll_2,unroll_16,pipeline_1,unroll_32,unroll_2,pipeline_1,2,12.25,0.637924908473,False
workload_733.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,54,2,0,1,3,block_2_1,cyclic_64_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_4,unroll_2,unroll_2,1,1.5,0.969522141375,False
workload_636.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,49,2,0,1,3,block_2_1,cyclic_64_1,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,1.5,0.969522141441,False
workload_543.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,56,2,0,2,7,block_2_1,cyclic_64_1,block_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,1,2.75,0.92689302818,False
workload_442.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,57,2,0,1,3,block_2_1,cyclic_64_1,block_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_2,unroll_2,1,1.5,0.969522141375,False
workload_606.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,96,0,0,3,11,block_2_1,cyclic_64_1,block_64_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_64,unroll_2,pipeline_1,1,3.5,0.90182982913,False
workload_495.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,74,5,0,1,4,block_2_1,cyclic_64_1,block_8_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_64,unroll_2,unroll_2,1,2.5,0.935333139344,False
workload_437.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,88,0,0,4,8,block_2_1,cyclic_64_1,cyclic_128_1,cyclic_128_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,3,0.918495772756,False
workload_656.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,90,1,0,7,13,block_2_1,cyclic_64_1,cyclic_4_1,block_128_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_16,unroll_2,unroll_2,1,5.25,0.844848982295,False
workload_460.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,60,1,0,6,7,block_2_1,cyclic_64_1,cyclic_4_1,block_64_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_2,1,3.5,0.901829829126,False
workload_595.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,50,1,0,1,3,block_2_1,cyclic_64_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,1.25,0.978176531203,False
workload_781.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,64,1,0,1,4,block_2_1,cyclic_64_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_4,unroll_2,unroll_2,1,1.5,0.969522141441,False
workload_611.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,53,2,0,0,4,block_2_1,cyclic_8_1,block_2_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_8,unroll_2,pipeline_1,1,1.5,0.969522141375,False
workload_508.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,53,5,0,0,5,block_2_1,cyclic_8_1,block_4_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_2,pipeline_1,1,2.5,0.935333139344,False
workload_683.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,53,3,1,0,2,block_2_1,cyclic_8_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,pipeline_1,unroll_2,1,1.5,0.969522141375,False
workload_427.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,75,2,1,2,4,block_2_1,cyclic_8_1,cyclic_128_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,2.25,0.943816106248,False
workload_475.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,60,1,0,2,7,block_2_1,cyclic_8_1,cyclic_128_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_8,unroll_2,pipeline_1,1,2.5,0.935333139344,False
workload_497.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,55,4,0,1,6,block_2_1,cyclic_8_1,cyclic_16_1,block_32_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_16,unroll_2,pipeline_1,1,2.75,0.92689302818,False
workload_461.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,51,4,0,0,4,block_2_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,1,2,0.952341928868,False
workload_418.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,53,4,0,0,5,block_2_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_16,unroll_2,pipeline_1,1,2.25,0.943816106248,False
workload_529.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,52,5,1,0,2,block_2_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,unroll_2,unroll_2,1,2,0.952341928889,False
workload_539.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,57,4,0,1,6,block_2_1,cyclic_8_1,cyclic_16_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_2,pipeline_1,1,2.75,0.92689302818,False
workload_483.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,57,1,0,1,5,block_2_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_16,unroll_2,pipeline_1,1,1.75,0.960910607266,False
workload_481.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,56,1,0,1,5,block_2_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,unroll_2,pipeline_1,1,1.75,0.960910607266,False
workload_387.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,56,1,0,1,5,block_2_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_16,unroll_2,pipeline_1,1,1.75,0.960910607266,False
workload_467.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,56,2,1,1,3,block_2_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_32,unroll_2,unroll_2,1,1.75,0.96091060732,False
workload_334.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,56,1,0,1,5,block_2_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_8,unroll_2,pipeline_1,1,1.75,0.960910607266,False
workload_441.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,57,2,0,1,5,block_2_1,cyclic_8_1,cyclic_32_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,1,2,0.952341928868,False
workload_65.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,170,3,1,6,17,block_2_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,complete_1,unroll_2,unroll_64,pipeline_1,unroll_64,pipeline_1,pipeline_1,1,6.75,0.797679630363,False
workload_48.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,433,11,1,11,86,block_32_1,cyclic_128_1,block_2_1,block_4_1,complete_1,unroll_64,unroll_64,unroll_4,unroll_8,pipeline_1,unroll_2,1,27.25,0.307655337656,False
workload_64.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,84,13,1,2,9,block_32_1,cyclic_2_1,cyclic_64_1,block_16_1,complete_1,unroll_16,unroll_4,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,6.25,0.813231324706,False
workload_55.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,159,13,1,3,14,block_32_1,cyclic_2_1,cyclic_64_1,block_16_1,complete_1,unroll_8,unroll_16,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,7.75,0.767090510581,False
workload_4.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,84,13,1,2,8,block_32_1,cyclic_2_1,cyclic_64_1,block_16_1,complete_1,unroll_8,unroll_4,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,6,0.82107145549,False
workload_85.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,94,10,1,3,10,block_32_1,cyclic_2_1,cyclic_64_1,block_64_1,complete_1,unroll_8,unroll_4,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,6,0.82107145549,False
workload_453.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,73,14,0,0,9,block_32_1,cyclic_4_1,block_4_1,cyclic_16_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,5.75,0.82895444203,False
workload_440.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,55,11,1,0,2,block_32_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1,3.5,0.901829828903,False
workload_428.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,67,10,1,2,6,block_32_1,cyclic_64_1,cyclic_4_1,cyclic_64_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_2,pipeline_1,1,4.75,0.860914945387,False
